Name,Coin Address,Collated Word Count,Collated Weighted Word Count,Image Count,Original Word Count,Word Count,Weighted Word Count,Cumulative Payout,Proportion,Previous Cumulative Payout,Payout,Unique Page Views,Normalized Root Worth,Bounded Earnings Multiplier,Earnings
Kickaha4,12RuaN5UvZYkMn4BiiS4mMoffe3mgjzZMU,0,0,0,2547,2547,2547,3,0.000914806613761,0,3,0,0.0,0.75,2
Knotwork,121Pb2BBrU7C61vBdWCKVuFFmaEZr6xFAX,0,0,0,52687,52687,52687,53,0.0189236026931,53,0,54,2.11978375529,0.0,0
Kumala,1Fmz2cba6x2ZZqEdD4DyWPV6hYFuEGe2rW,0,0,0,2192,2192,2192,2,0.000787301176821,2,0,0,0.0,0.0,0
Lawyer,13B9eDYgwTdhfWHgQXYT8EWNpL3uV4Ffie,0,0,0,76832,76832,76832,77,0.0275957682562,77,0,7,1.15746525393,0.0,0
Leojane,15szdWSCEVAvXVEKsrEtcKNtCfmo69drZ9,0,0,0,1025,1025,1025,1,0.000368149501023,1,0,0,0.0,0.0,0
Maitotoxin,1EZpys8PMP8bZxs2tFTY5T7cimmVMZAxuw,0,0,0,5973,5973,5973,6,0.00214532387279,0,6,1,1.34763058424,1.06862893984,6
Marticps,12UVr7jmrEitXQfzDPXAQ7etiVaa21p4iT,1133,339,13,1062,2195,1531,2,0.000549889644942,2,0,1,1.89397913228,0.0,0
Matt2416,19wkReFDngXWYvqrC7g96SD3uuqR5P8ahX,0,0,36,17836,17836,18196,18,0.0065354617762,15,3,4,1.44258031994,1.14392111308,3
Maximilian_Wilhelm,1BroUgeCemQvWeYBekpFyEFGZVqrXnrtQ9,0,0,3,87212,87212,87242,87,0.0313347305056,87,0,1,0.689346514551,0.0,0
Metallicsoul92,1MZbzzaLJfZb6tkwgBbGX5ayeCbQJaYDwc
Metazilla,1CJSRunQtPQsiZRK7vznyeCfyDTb2kxGA8,0,0,4,14807,14807,14847,15,0.00533260062603,15,0,2,1.27634126095,0.0,0
Mistercoin,1PxUC79jXvZRbewCeRLPm9gtUbzWGdC2h8,0,0,0,4070,4070,4070,4,0.00146182289674,0,4,5,2.21800686557,1.25,5
Mosinnagant,17vec4jQGCzMEsTnivizHPaowE715tu2CB,0,0,0,1305,1305,1305,47,0.000468717169595,39,0,0,0.0,0.0,8
Moxy_Jane,184yBE6BY5WRpUvj7pzXjdRaemUByHvgx3,0,0,0,14307,14307,14307,14,0.00513864869379,14,0,0,0.0,0.0,0
Nsddev,1F5uDaCF8ZP6kiLHvDhWsSNPHP6kwt7udi,0,0,0,60925,60925,60925,61,0.0218824471705,16,45,2,0.896762836082,0.75,34
Odolvlobo,1dmnkVoTBRLvJMSpRGnVMvFR7ygsKz3s4,0,0,0,5889,5889,5889,6,0.00211515357222,6,0,2,1.60829642909,0.0,0
Ondratra,12QHFnbkJEwv8jmmwcXQqLyfTATqpH1eaq,0,0,0,1293,1293,1293,1,0.000464407126656,1,0,0,0.0,0.0,0
Operaficionado,19FLaursDZbNyB7Fvj4wjKXYcX8GrZkkGr,0,0,0,28951,28951,28951,29,0.0103983377601,29,0,0,0.0,0.0,0
Osoverflow,1AzAEfFAcctucZB9H2P5d8TRJQFLWyBJPf,686,205,0,2132,2818,2337,2,0.000839380862332,2,0,0,0.0,0.0,0
Pb321go,1BCLJDtMgucGgFE9GxKpeBZ2r1Ho5kuBso,205181,61554,0,105515,310696,167069,160,0.0600062136452,80,80,1,0.5859964959,0.75,60
Penguinwriter,1LNL1Zrg5h2z8m9c48fgdMx2uXmN3S5Kch,0,0,0,132320,132320,132320,132,0.0475254068052,60,72,7,1.01038554477,0.801204162458,58
Pepegom,1DHAQVz32aMV85AazVHEz8ryeYAArV5pTc,0,0,0,2119,2119,2119,2,0.000761081748944,2,0,0,0.0,0.0,0
Physicalartcoin,1CPQPfVT9KLsYWpbBhq7sraL9XyxCJ16yB
Prdkojistic,15fLDbRPj14D2wHrgmTDqM1nqQ5keiV2ye,1301,390,0,0,1301,390,0,0.000140076395511,0,0,0,0.0,0.0,0
Psalm,16y9hCqxESscRnBJwJskJpDACH4qUiRpA8,0,0,0,11639,11639,11639,12,0.00418038248039,12,0,0,0.0,0.0,0
Python,1DTdNS3EksVgYAs7yykVA1eifjEHNqsqaY,535,160,1,1290,1825,1460,1,0.000524388557554,3,0,1,1.91659686485,0.0,0
Randomcount,1CBCR1jCnD57yfwMXsUKbMBaMSrKaBUt3z,0,0,0,12079,12079,12079,12,0.00433841738815,0,12,1,1.13008534245,0.896122361394,11
Raptorak,1ASdsZ1JUwtVXDfYBx7MRNMeHQ8J51pSRw,0,0,466,248813,248813,253473,240,0.0910399594856,160,80,1683,3.38187140872,1.25,100
Redmist,1KmDbkBGYzotq6aVf981H6aN2F5nc1SXdQ,0,0,0,1757,1757,1757,2,0.00063106212029,1,1,0,0.0,0.75,1
Sceeth0,1E1EJnnUP4vEhoAhd7Cotb6n9VwrbeTPY1
Serena,1Hq7gyvgYCnusxcvosmSy26jXXSudnsgwg,0,0,0,31339,31339,31339,31,0.0112560363049,31,0,0,0.0,0.0,0
Shakezula,1AyjX2QpTYFnmMFnzD3A2sqosfrrMuKbcz,0,0,40,29871,29871,30271,30,0.0108724424834,38,0,39,2.2445456732,0.0,0
Shortstain,1NNRTWBA5PLVUwHsgCwQ6XTerak59VQCjL,0,0,0,0,0,0,0,0.0,70,0,0,0.0,0.0,0
Smeagol,16gyrVWagSBN77hGMtQDSJNU3hrPGGRfVq
Stealtheh,1KZBFKD7NpV7ndufLZfKDdQgRz8nfXEBDm,0,0,0,1077,1077,1077,1,0.000386826353758,1,0,0,0.0,0.0,0
Termhn,1HXeAHn3LrCo7Xv6EU1rHsdvoY8nu9RGZL,1054,316,1,6212,7266,6538,7,0.00234825506116,7,0,0,0.0,0.0,0
Thedischarger,1KZKMYixw4PDtu5ZbKqrahRWeAgputuVoc
The_Goat_Master,1KGxe5my4BWjt9CExxPTWBRLVfdfeB6Ery,0,0,12,9408,9408,9528,10,0.00342217409341,13,0,8,2.01669883296,0.0,0
Theokep,1LaHm9wgGW7ZzRNKATkUNPByeLePzdGGgq,0,0,0,5883,5883,5883,6,0.00211299855075,0,6,0,0.0,0.75,5
Tom,15btmQxdDU2ZNDnMUfURmsATjy8iCtZmaF,250,75,0,10093,10343,10168,10,0.00365204305015,10,0,0,0.0,0.0,0
Tosku,1QEMKqsW3y7EgEefSoCR5DLvUvH4xs5zdJ,0,0,0,2435,2435,2435,2,0.000874579546332,2,0,0,0.0,0.0,0
Twobits,13A2e3wX9MVMtP1JMxGFcbd2ZuSeVLe8uZ
Unthinkingbit,17vec4jQGCzMEsTnivizHPaowE715tu2CB,48111,14433,0,113318,161429,127751,128,0.0458843579562,128,0,168,2.25608381889,0.0,0
Vehementchrome,17WNPSjjBxQF7gkQiFNe1yoZ1DaSgztM7K,0,0,0,58623,58623,58623,59,0.0210556372668,0,59,4,1.07675519386,0.853833220132,50
Veruminnumeris,1KZZaLCMPTh9tiNZ7JDXeZUjr6yPYYwtGD,0,0,0,47639,47639,47639,48,0.0171105112968,48,0,4,1.13407904558,0.0,0
Vilmanoella,14wvMyGUXvJpdW2GbKWCEsMDw5s5Ay2F4r,0,0,0,41028,41028,41028,41,0.0147360368078,41,0,2,0.989934362157,0.0,0
Wardsmith,1SbC9Y3b5eZkYtEd7dbtzD7eP6rtEMfj5,0,0,0,3543,3543,3543,4,0.00127254017768,4,0,1,1.5355932671,0.0,0
Wed,1Jtw6vg7Qj5JWfAU2bV5MDSVv7twy12ycY,0,0,0,1142,1142,1142,1,0.000410172419676,0,1,0,0.0,0.75,1
Weisoq,1Cy9e1Yuwboj63XRkMkT6W6YsGDtYDrsUp,679,203,43,41414,42093,42047,42,0.0151020312873,42,0,3,1.08884371165,0.0,0
WildElf,13pG9etGRXHjWqE8sc4dhheGzaZT5LsuRk,0,0,0,21161,21161,21161,21,0.00760040155233,21,0,1,0.982279183472,0.0,0
Wiser,1LpoMowMPEVWk2LaJUdAUNaK7gBDRA1r7F,0,0,0,87383,87383,87383,87,0.0313853735101,73,14,29,1.5990489154,1.25,18
Wolf,1PrXnipPcdfNxANzxX1MTy6ko4RM8VNukm,0,0,0,2300,2300,2300,2,0.000826091563271,0,2,3,2.25147610438,1.25,3
Xchrix,13Q4drkP51gHsabCUXC5XPEBEUUYurMdvB
Xenophaux,1H5qJrnYG9pPzFZ2zbmKihymnB23ViEbXz,0,0,0,5165,5165,5165,5,0.00185511431491,5,0,1,1.39749867849,0.0,0
Yungbull,1NgSfubWAAYrApH5rAe8RYcfdtQTNbWxbo,0,0,0,22331,22331,22331,22,0.00802063073887,22,0,0,0.0,0.0,0
,Totals,Collated Word Count,Collated Weighted Word Count,Image Count,Original Word Count,Word Count,Weighted Word Count,Cumulative Payout,Proportion,Previous Cumulative Payout,Payout,Unique Page Views,Normalized Root Worth,Bounded Earnings Multiplier,Earnings
,,650775,195227,900,2579968,3230743,2784195,2722,1.0,2201,643,3177,1.0,1.00940715237,643
,Date
,2013-08-14
