Name,Coin Address,Collated Word Count,Collated Weighted Word Count,Image Count,Original Word Count,Word Count,Weighted Word Count,Cumulative Payout,Proportion,Previous Cumulative Payout,Payout,Unique Page Views,Normalized Root Worth,Bounded Earnings Multiplier,Earnings
Kickaha4,12RuaN5UvZYkMn4BiiS4mMoffe3mgjzZMU,0,0,0,2547,2547,2547,3,0.000789694471643,3,0,3,1.03359315966,0.0,0
Knotwork,121Pb2BBrU7C61vBdWCKVuFFmaEZr6xFAX,0,0,0,54763,54763,54763,55,0.0169792062625,53,2,229,1.4187752762,1.09733400269,2
Kumala,1Fmz2cba6x2ZZqEdD4DyWPV6hYFuEGe2rW,0,0,0,2192,2192,2192,2,0.000679627122827,2,0,0,0.0,0.0,0
Lawyer,13B9eDYgwTdhfWHgQXYT8EWNpL3uV4Ffie,0,0,0,76832,76832,76832,77,0.0238216747724,77,0,48,0.882066490819,0.0,0
Leojane,15szdWSCEVAvXVEKsrEtcKNtCfmo69drZ9,0,0,0,1025,1025,1025,1,0.00031780009165,1,0,1,0.986042383248,0.0,0
Mabtc,1NqxTQ7D9w3oukfpYda8GHnXSYxr9xFoQS
Maitotoxin,1EZpys8PMP8bZxs2tFTY5T7cimmVMZAxuw,0,0,0,5973,5973,5973,6,0.00185192189993,6,0,6,0.993267517151,0.0,0
Marticps,12UVr7jmrEitXQfzDPXAQ7etiVaa21p4iT,1133,339,13,1062,2195,1531,2,0.000474684819821,2,0,7,1.45079904617,0.0,0
Matt608,1Ks4roXAZj45sXRsWMfGqmAPmDoWZ9TAko
Matt2416,19wkReFDngXWYvqrC7g96SD3uuqR5P8ahX,0,0,36,23010,23010,23370,23,0.00724584208963,18,5,31,1.06476138974,0.823526387377,4
Maximilian_Wilhelm,1BroUgeCemQvWeYBekpFyEFGZVqrXnrtQ9,0,0,3,87212,87212,87242,87,0.0270492835081,87,0,19,0.677771879271,0.0,0
Metallicsoul92,1MZbzzaLJfZb6tkwgBbGX5ayeCbQJaYDwc,823,246,0,1672,2495,1918,2,0.000594673732474,0,2,13,1.60084851113,1.23815627033,2
Meta-p02,1Q4wj8JfZNGgRFYrk2bfWvqcqH1Y9YVNn9 
Metazilla,1CJSRunQtPQsiZRK7vznyeCfyDTb2kxGA8,0,0,4,14807,14807,14847,15,0.00460329557145,15,0,17,1.02631128019,0.0,0
Mistercoin,1PxUC79jXvZRbewCeRLPm9gtUbzWGdC2h8,0,0,0,4565,4565,4565,5,0.00141537309111,4,1,10,1.20702524528,0.933558588144,1
Mosinnagant,17vec4jQGCzMEsTnivizHPaowE715tu2CB,0,0,0,63420,63420,63420,63,0.0196632993292,47,16,72,1.02412534398,0.792096945736,13
Moxy_Jane,184yBE6BY5WRpUvj7pzXjdRaemUByHvgx3,0,0,0,14307,14307,14307,14,0.0044358691817,14,0,1,0.510140031637,0.0,0
Mrc,1EZhgmDXpwppCi7g7mSJkLHJDgtXsyTv6P
Nik1ab,1CbZoBeFBEsvVMb3r6sijaAG8djBFhxWwp
Odolvlobo,1CfNKbC9LLwrtZUC7qTwqSuJHk9qyEL5KH,0,0,0,5889,5889,5889,6,0.00182587779486,6,0,6,0.996790690079,0.0,0
Ondratra,12QHFnbkJEwv8jmmwcXQqLyfTATqpH1eaq,0,0,0,1293,1293,1293,1,0.000400893188784,1,0,5,1.39129562322,0.0,0
Operaficionado,19FLaursDZbNyB7Fvj4wjKXYcX8GrZkkGr,0,0,0,34624,34624,34624,29,0.0107351320715,29,0,10,0.72733123613,0.0,0
Osoverflow,1AzAEfFAcctucZB9H2P5d8TRJQFLWyBJPf,686,205,0,2132,2818,2337,2,0.000724584208963,2,0,1,0.802438709775,0.0,0
Pb321go,1F5uDaCF8ZP6kiLHvDhWsSNPHP6kwt7udi,205181,61554,0,109068,314249,170622,261,0.0529011582806,160,11,29,0.637040863553,0.75,8
Penguinwriter,1LNL1Zrg5h2z8m9c48fgdMx2uXmN3S5Kch,0,0,0,141559,141559,141559,142,0.0438902079746,132,10,44,0.74080745929,0.75,8
Pepegom,1DHAQVz32aMV85AazVHEz8ryeYAArV5pTc,0,0,0,2119,2119,2119,2,0.000656993555324,2,0,1,0.822325598652,0.0,0
Physicalartcoin,1CPQPfVT9KLsYWpbBhq7sraL9XyxCJ16yB,0,0,0,37224,37224,37224,37,1.0,0,37,0,0.0,0.75,28
Prdkojistic,15fLDbRPj14D2wHrgmTDqM1nqQ5keiV2ye,1301,390,0,0,1301,390,0,0.000120919059262,0,0,2,0.0,0.0,0
Psalm,16y9hCqxESscRnBJwJskJpDACH4qUiRpA8,0,0,0,11639,11639,11639,12,0.0036086587968,12,0,11,0.978240870019,0.0,0
Python,1DTdNS3EksVgYAs7yykVA1eifjEHNqsqaY,535,160,1,1290,1825,1460,1,0.000452671350058,1,0,1,0.902585464233,0.0,0
Randomcount,1CBCR1jCnD57yfwMXsUKbMBaMSrKaBUt3z,0,0,0,12079,12079,12079,12,0.00374508029956,12,0,0,0.0,0.0,0
Raptorak,1ASdsZ1JUwtVXDfYBx7MRNMeHQ8J51pSRw,0,0,466,273579,273579,278239,278,0.0862676875129,240,38,8771,2.35090091959,1.25,48
Redmist,1KmDbkBGYzotq6aVf981H6aN2F5nc1SXdQ,0,0,0,1757,1757,1757,2,0.000544755864419,2,0,3,1.1341328303,0.0,0
Sceeth0,1E1EJnnUP4vEhoAhd7Cotb6n9VwrbeTPY1,0,0,0,9934,9934,9934,0,0.00308002547362,0,0,5,0.0,0.0,0
Serena,1Hq7gyvgYCnusxcvosmSy26jXXSudnsgwg,0,0,0,31339,31339,31339,31,0.00971662153389,31,0,15,0.825235838277,0.0,0
Shakezula,1AyjX2QpTYFnmMFnzD3A2sqosfrrMuKbcz,0,0,63,68142,68142,68772,69,0.021322680881,30,39,476,1.60925687658,1.24465961548,49
Shortstain,1NNRTWBA5PLVUwHsgCwQ6XTerak59VQCjL,0,0,131,68293,68293,69603,70,0.0215803314918,0,70,8,0.57768628385,0.75,53
Smeagol,16gyrVWagSBN77hGMtQDSJNU3hrPGGRfVq,494,148,15,4141,4635,4439,4,0.0013763069335,0,4,244,2.70148598855,1.25,5
Stealtheh,1KZBFKD7NpV7ndufLZfKDdQgRz8nfXEBDm,0,0,0,1077,1077,1077,1,0.000333922632885,1,0,1,0.973918517281,0.0,0
Termhn,1HXeAHn3LrCo7Xv6EU1rHsdvoY8nu9RGZL,1054,316,1,6212,7266,6538,7,0.00202709951142,7,0,6,0.971075802913,0.0,0
Thedischarger,1KZKMYixw4PDtu5ZbKqrahRWeAgputuVoc,0,0,3,2427,2427,2457,2,0.000761790073351,0,2,55,2.15807201144,1.25,3
The_Goat_Master,1KGxe5my4BWjt9CExxPTWBRLVfdfeB6Ery,0,0,12,9442,9442,9562,10,0.00296468729401,10,0,22,1.22192636196,0.0,0
Theokep,1LaHm9wgGW7ZzRNKATkUNPByeLePzdGGgq,0,0,0,5883,5883,5883,6,0.00182401750164,6,0,5,0.952619216647,0.0,0
Tom,15btmQxdDU2ZNDnMUfURmsATjy8iCtZmaF,250,75,0,10093,10343,10168,10,0.00315257690917,10,0,3,0.731219859969,0.0,0
Tosku,1QEMKqsW3y7EgEefSoCR5DLvUvH4xs5zdJ,0,0,0,2435,2435,2435,2,0.000754968998213,2,0,2,0.944515972508,0.0,0
Twobits,13A2e3wX9MVMtP1JMxGFcbd2ZuSeVLe8uZ
Unthinkingbit,17vec4jQGCzMEsTnivizHPaowE715tu2CB,48111,14433,0,113348,161459,127781,128,0.0396183546451,128,0,1066,1.68616192988,0.0,0
Vehementchrome,17WNPSjjBxQF7gkQiFNe1yoZ1DaSgztM7K,0,0,0,58623,58623,58623,59,0.0181759949003,59,0,3,0.471888998977,0.0,0
Veruminnumeris,1KZZaLCMPTh9tiNZ7JDXeZUjr6yPYYwtGD,0,0,0,63816,63816,63816,64,0.0197860786817,48,16,21,0.751448077991,0.75,12
Vilmanoella,14wvMyGUXvJpdW2GbKWCEsMDw5s5Ay2F4r,0,0,0,46915,46915,46915,47,0.0145459427315,41,6,15,0.746056010664,0.75,5
Wardsmith,1SbC9Y3b5eZkYtEd7dbtzD7eP6rtEMfj5,0,0,0,3543,3543,3543,4,0.00109850314607,4,0,1,0.723158942437,0.0,0
Wed,1Jtw6vg7Qj5JWfAU2bV5MDSVv7twy12ycY,0,0,0,1142,1142,1142,1,0.000354075809429,1,0,1,0.959754203882,0.0,0
Weisoq,1Cy9e1Yuwboj63XRkMkT6W6YsGDtYDrsUp,679,203,43,41414,42093,42047,42,0.0130366248328,42,0,28,0.89625646865,0.0,0
WildElf,13pG9etGRXHjWqE8sc4dhheGzaZT5LsuRk,0,0,0,21161,21161,21161,21,0.00656094413601,21,0,13,0.878371710935,0.0,0
Wiser,1LpoMowMPEVWk2LaJUdAUNaK7gBDRA1r7F,0,0,0,112495,112495,112495,112,0.0348789476197,87,25,209,1.15832336183,0.895890725166,22
Wolf,1PrXnipPcdfNxANzxX1MTy6ko4RM8VNukm,0,0,0,2891,2891,2891,3,0.000896351282889,2,1,8,1.27963768919,0.989719775233,1
Xchrix,13Q4drkP51gHsabCUXC5XPEBEUUYurMdvB
Xenophaux,1H5qJrnYG9pPzFZ2zbmKihymnB23ViEbXz,0,0,0,5165,5165,5165,5,0.00160140241305,5,0,6,1.03002266262,0.0,0
Yungbull,1NgSfubWAAYrApH5rAe8RYcfdtQTNbWxbo,0,0,0,22331,22331,22331,22,0.0069237013138,22,0,10,0.811613955783,0.0,0
,Totals,Collated Word Count,Collated Weighted Word Count,Image Count,Original Word Count,Word Count,Weighted Word Count,Cumulative Payout,Proportion,Previous Cumulative Payout,Payout,Unique Page Views,Normalized Root Worth,Bounded Earnings Multiplier,Earnings
,,655615,196677,1105,3017571,3673186,3225298,3208,1.0,2768,441,63882,1.0,0.927646803322,441
,Date
,2013-09-13
