Name,Coin Address,Collated Word Count,Collated Weighted Word Count,Image Count,Original Word Count,Word Count,Weighted Word Count,Cumulative Payout,Proportion,Previous Cumulative Payout,Payout
Cryptobyte,1HwxMzbFqZfyE6HaR2D3keJQ1ync1V5UQR,0,0,0,5145,5145,5145,5,0.00306685932146,0,5
Cryptopi,19GkNDjmTiGsmyCijGx6tpXdT67W3rNPHE,0,0,3,37727,37727,37757,38,0.0225063959962,0,38
DeadSea33,1A9qwtctYmYrCKSegy7RrNCUJxuohwFQmD,28726,8617,95,52304,81030,61871,62,0.0368803990434,1,61
Devtome_Writer,17wwzTrWrk1buS9bxEFdgTsvhiyrDakBZe,0,0,0,10248,10248,10248,10,0.00610868305663,0,10
Dexter,18jMxk8jqwvgpx4wT48VAb6jGbYNazz4b7,15517,4655,33,54598,70115,59583,60,0.0355165556756,0,60
Diamondcardz,18q45dAKGakQdPkjrg17NrfdiFGKWULwSJ,0,0,2,2077,2077,2097,2,0.00124999105872,0,2
Eammy,1EPRS5bUm6USqLWZf5faBzZF2dXhHdyfgc,0,0,4,7649,7649,7689,8,0.00458330054864,0,8
Eeharris,1CfWWyDNUeioJc7TBnqDBDyQKJUYwT7S2Z,24664,7399,0,75272,99936,82671,80,0.05548,0,80
Emfox,1Emfox1WswYcd2YucUskRzqfRWKkcm1Jut,0,0,0,5518,5518,5518,6,0.0032891991712,6,0
Emilianoz,1EykDePNj9311jvwcUaZczCjNFQ6Ep1zmi,2041,612,2,5560,7601,6192,6,0.00369096072274,2,4
Eroxors,1GhARG75QssPfXntVLW5wwpqPP6H2fRbmo
Estera,14VRNYCwocTSAyPprHnKx12Eim6jDBHYZq,0,0,0,16915,16915,16915,17,0.0100827843387,0,17
Fheenix,1JvdsgxiJQYAJSE4Tjs3BWbXZk6Kw9mxnB,0,0,35,72135,72135,72485,72,0.0432072493521,15,57
FinShaggy,1Cz5aivRFToakTozfch7iZXSY2YBwd9qQZ,0,0,23,71188,71188,71418,71,0.042571226243,64,7
FuzzyBear,18xskifRMWUtMzbHSzQi7rEWF5upmktgF2,0,0,7,14739,14739,14809,15,0.00882742851148,18,0
Gabcab,14JoB7XgPE57yZ4G57YrEFSurf35TGBE8t,0,0,0,7303,7303,7303,7,0.00435321158885,7,0
Glongsword,1CRfD8qjUd8uKnYX35oxz8qAYrCnn2Zryc,0,0,0,1110,1110,1110,1,0.000661654780724,0,1
Grantbills,1Dz6fEZma7bUwnGo44yRjgduP71cWtkgS4,0,0,3,27156,27156,27186,27,0.0162051773592,0,27
Grc,1FxaZmCkaqkKxbBz52fNAMe9bRn2GoECvf,1550,465,0,709,2259,1174,1,0.000699804245559,1,0
Heliumbm,1Fm4p5nVbKxaYaQz4kuANQG2scDBLRvECJ,0,0,0,5182,5182,5182,5,0.00308891448082,0,5
Hellinoos,19xyjSda5tHdkdyYCSsEp9Psq9ELgKJrJd,0,0,0,3606,3606,3606,4,0.00214948390927,0,4
Hemingway,1Mrin7GnKsBPJ78mqZiChKzNtY5WC84WFZ,0,0,0,25020,25020,25020,25,0.0149140564088,0,25
IanBerble,1P6NSPXyGxPsetEE1qjWnvpPyZk3qnNboR,0,0,0,1078,1078,1078,1,0.000642580048307,1,0
Ibrennan,14TM5MS9J3TZF2ZmAW91kCxVUHxeWTtLji,0,0,0,1004,1004,1004,1,0.000598469729592,1,0
Icoin,18HfzUZXGA3FZ1BM8abEmjBT9Wg52qQ4Sr,0,0,0,634,634,634,0,0.000377918136017,0,0
Infoporter,1EyUQD2gwHExXnJKSkhGeQsGwAPUuVvwcE,0,0,0,851,851,851,0,0.000507268665222,0,0
Jackjack,19QkqAza7BHFTuoz9N8UQkryP4E9jHo4N3,0,0,0,1095,1095,1095,1,0.000652713499903,1,0
JackRussell,1CcWpm9HSqZwE96H3SeB7V1QGUhGHfxJh,0,0,0,5212,5212,5212,5,0.00310679704246,0,5
Jasinlee,1Ahu957fXXwhJ5LqmpxMFHVWwSQ7h4PkXb
Jdean1,1AKHyiMrE5e648KYdvzHDcJcf8QBPjSnXR,0,0,0,2567,2567,2567,3,0.0015301511911,3,0
Knotwork,121Pb2BBrU7C61vBdWCKVuFFmaEZr6xFAX,0,0,0,52687,52687,52687,53,0.0314059508396,54,0
Kumala,1Fmz2cba6x2ZZqEdD4DyWPV6hYFuEGe2rW,0,0,0,2192,2192,2192,2,0.00130661917058,2,0
Lawyer,13B9eDYgwTdhfWHgQXYT8EWNpL3uV4Ffie,0,0,0,76832,76832,76832,77,0.0457984325339,0,77
Leojane,15szdWSCEVAvXVEKsrEtcKNtCfmo69drZ9,0,0,0,1025,1025,1025,1,0.000610987522741,1,0
Marticps,12UVr7jmrEitXQfzDPXAQ7etiVaa21p4iT,1133,339,13,1062,2195,1531,2,0.000912606729089,1,1
Matt2416,19wkReFDngXWYvqrC7g96SD3uuqR5P8ahX,0,0,36,14831,14831,15191,15,0.00905513312971,0,15
Maximilian_Wilhelm,1BroUgeCemQvWeYBekpFyEFGZVqrXnrtQ9,0,0,3,71918,71918,71948,72,0.0428871514987,22,50
Metazilla,1CJSRunQtPQsiZRK7vznyeCfyDTb2kxGA8,0,0,4,14807,14807,14847,15,0.00885007975622,11,4
Mosinnagant,1MWgsbq9464j7RF8WFdJzV72ZKpCxceNfW,0,0,0,39247,39247,39247,39,0.0233945632244,31,8
Moxy_Jane,184yBE6BY5WRpUvj7pzXjdRaemUByHvgx3,0,0,0,14307,14307,14307,14,0.00852819364668,0,14
Nsddev,1F5uDaCF8ZP6kiLHvDhWsSNPHP6kwt7udi
Odolvlobo,1dmnkVoTBRLvJMSpRGnVMvFR7ygsKz3s4,0,0,0,5753,5753,5753,6,0.00342927923739,0,6
Ondratra,12QHFnbkJEwv8jmmwcXQqLyfTATqpH1eaq,0,0,0,1293,1293,1293,1,0.000770738406735,1,0
Operaficionado,19FLaursDZbNyB7Fvj4wjKXYcX8GrZkkGr,0,0,0,28951,28951,28951,29,0.0172572680691,14,15
Osoverflow,1AzAEfFAcctucZB9H2P5d8TRJQFLWyBJPf,686,205,0,2132,2818,2337,2,0.00139305155185,0,2
Pb321go,1BCLJDtMgucGgFE9GxKpeBZ2r1Ho5kuBso
Pepegom,1DHAQVz32aMV85AazVHEz8ryeYAArV5pTc,0,0,0,2119,2119,2119,2,0.00126310493726,2,0
Prdkojistic,15fLDbRPj14D2wHrgmTDqM1nqQ5keiV2ye,1301,390,0,0,1301,390,0,0.000232473301335,0,0
Psalm,16y9hCqxESscRnBJwJskJpDACH4qUiRpA8
Python,1DTdNS3EksVgYAs7yykVA1eifjEHNqsqaY,535,160,1,2511,3046,2681,3,0.00159810492533,3,0
Raptorak,1ASdsZ1JUwtVXDfYBx7MRNMeHQ8J51pSRw,0,0,72,80344,80344,81064,80,0.048321065896,0,80
Redmist,1KmDbkBGYzotq6aVf981H6aN2F5nc1SXdQ
Sceeth0,1E1EJnnUP4vEhoAhd7Cotb6n9VwrbeTPY1
Serena,1Hq7gyvgYCnusxcvosmSy26jXXSudnsgwg,0,0,0,31339,31339,31339,31,0.0186807199758,31,0
Shakezula,1AyjX2QpTYFnmMFnzD3A2sqosfrrMuKbcz,0,0,63,37141,37141,37771,38,0.0225147411916,0,38
Shortstain,1NNRTWBA5PLVUwHsgCwQ6XTerak59VQCjL,0,0,131,68293,68293,69603,70,0.0414893312637,0,70
Stealtheh,1KZBFKD7NpV7ndufLZfKDdQgRz8nfXEBDm,0,0,0,1077,1077,1077,1,0.000641983962919,0,1
Termhn,1HXeAHn3LrCo7Xv6EU1rHsdvoY8nu9RGZL,1054,316,1,6212,7266,6538,7,0.003897206267,7,0
The_Goat_Master,1KGxe5my4BWjt9CExxPTWBRLVfdfeB6Ery,0,0,11,8330,8330,8440,8,0.00503096067505,0,8
Tom,15btmQxdDU2ZNDnMUfURmsATjy8iCtZmaF,250,75,0,10093,10343,10168,10,0.005,0,10
Tosku,1QEMKqsW3y7EgEefSoCR5DLvUvH4xs5zdJ,0,0,0,2435,2435,2435,2,0.00145146791988,2,0
Unthinkingbit,17vec4jQGCzMEsTnivizHPaowE715tu2CB,48111,14433,0,114015,162126,128448,128,0.0765659759229,128,0
Veruminnumeris,1KZZaLCMPTh9tiNZ7JDXeZUjr6yPYYwtGD,0,0,0,47639,47639,47639,48,0.0283969118008,0,48
Vilmanoella,14wvMyGUXvJpdW2GbKWCEsMDw5s5Ay2F4r,0,0,0,41028,41028,41028,41,0.0244561913005,0,41
Wardsmith,1SbC9Y3b5eZkYtEd7dbtzD7eP6rtEMfj5,0,0,0,3543,3543,3543,4,0.00211193052982,0,4
Weisoq,1Cy9e1Yuwboj63XRkMkT6W6YsGDtYDrsUp,679,203,43,41414,42093,42047,42,0.0250636023109,41,1
WildElf,13pG9etGRXHjWqE8sc4dhheGzaZT5LsuRk,0,0,0,21161,21161,21161,21,0.0126137628963,21,0
Wiser,1LpoMowMPEVWk2LaJUdAUNaK7gBDRA1r7F,0,0,0,33960,33960,33960,34,0.0202430597778,0,34
Xchrix,13Q4drkP51gHsabCUXC5XPEBEUUYurMdvB
Xenophaux,1H5qJrnYG9pPzFZ2zbmKihymnB23ViEbXz,0,0,0,5165,5165,5165,5,0.00307878102922,0,5
Yungbull,1NgSfubWAAYrApH5rAe8RYcfdtQTNbWxbo,0,0,0,22331,22331,22331,22,0.0133111828003,1,21
,Totals,Collated Word Count,Collated Weighted Word Count,Image Count,Original Word Count,Word Count,Weighted Word Count,Cumulative Payout,Proportion,Previous Cumulative Payout,Payout
,,133628,40083,592,1631609,1765237,1677612,1661,1.0,569,1097
,Date
,2013-06-13
